Date,Store_ID,Staff_ID,Shift_Type,Hours_Worked,Staff_Role,Daily_Sales_Target,Staff_Attendance
2022-05-16,S010,E0282,Night,8,Cashier,4369.37,Present
2022-05-16,S010,E0060,Afternoon,4,Manager,3491.54,Present
2022-05-16,S010,E0137,Night,9,Manager,4575.8,Present
2022-05-16,S010,E0079,Morning,5,Manager,4662.4,Present
2022-05-16,S009,E0012,Night,7,Cashier,4531.36,Sick leave
2022-05-16,S009,E0119,Morning,4,Customer Service,1133.5,Sick leave
2022-05-16,S009,E0079,Morning,5,Customer Service,3375.16,Present
2022-05-16,S009,E0007,Night,9,Manager,1077.48,Present
2022-05-16,S009,E0064,Morning,8,Cashier,1232.33,Present
2022-05-16,S002,E0222,Morning,5,Manager,4675.38,Present
2022-05-16,S002,E0186,Morning,4,Customer Service,4157.22,Present
2022-05-16,S002,E0149,Morning,8,Stock Clerk,855.95,Present
2022-05-16,S002,E0081,Night,7,Customer Service,881.41,Absent
2022-05-16,S002,E0246,Afternoon,8,Manager,2702.36,Present
2022-05-17,S009,E0109,Afternoon,5,Customer Service,618.9,Present
2022-05-17,S009,E0207,Night,4,Stock Clerk,2966.58,Present
2022-05-17,S009,E0184,Night,6,Customer Service,3580.64,Present
2022-05-17,S009,E0099,Morning,7,Customer Service,817.26,Present
2022-05-17,S009,E0148,Afternoon,8,Stock Clerk,621.92,Present
2022-05-17,S010,E0267,Night,9,Manager,3968.02,Present
2022-05-17,S010,E0147,Afternoon,9,Cashier,1972.86,Present
2022-05-17,S010,E0012,Night,4,Cashier,1635.78,Present
2022-05-17,S010,E0138,Morning,7,Manager,3673.87,Sick leave
2022-05-17,S010,E0226,Morning,7,Customer Service,2721.67,Present
2022-05-17,S001,E0109,Afternoon,9,Customer Service,3217.78,Present
2022-05-17,S001,E0172,Afternoon,9,Manager,4162.59,Present
2022-05-17,S001,E0022,Afternoon,6,Manager,1221.46,Absent
2022-05-17,S001,E0099,Morning,4,Cashier,1352.78,Absent
2022-05-17,S001,E0098,Night,4,Customer Service,2846.16,Present
2022-05-17,S002,E0211,Morning,7,Cashier,2904.48,Present
2022-05-17,S002,E0228,Morning,6,Manager,1566.35,Present
2022-05-17,S002,E0085,Afternoon,5,Stock Clerk,4506.86,Present
2022-05-17,S002,E0206,Afternoon,5,Customer Service,2388.21,Present
2022-05-17,S002,E0259,Morning,6,Stock Clerk,577.93,Absent
2022-05-17,S003,E0040,Morning,8,Manager,1667.77,Present
2022-05-17,S003,E0008,Night,8,Stock Clerk,2114.12,Present
2022-05-17,S003,E0123,Night,9,Customer Service,4221.49,Present
2022-05-17,S003,E0127,Morning,6,Stock Clerk,744.4,Sick leave
2022-05-17,S003,E0059,Night,5,Cashier,930.16,Present
2022-05-18,S009,E0221,Morning,9,Cashier,3125.52,Present
2022-05-18,S009,E0002,Night,5,Manager,4744.29,Present
2022-05-18,S009,E0074,Morning,8,Stock Clerk,2700.48,Absent
2022-05-18,S009,E0018,Morning,7,Cashier,4962.52,Sick leave
2022-05-18,S009,E0034,Night,9,Stock Clerk,2133.12,Present
2022-05-18,S007,E0103,Night,5,Stock Clerk,4540.08,Absent
2022-05-18,S007,E0141,Afternoon,9,Cashier,4585.02,Present
2022-05-18,S007,E0221,Morning,9,Stock Clerk,2128.57,Sick leave
2022-05-18,S007,E0131,Afternoon,8,Manager,1891.84,Sick leave
2022-05-18,S007,E0047,Night,8,Manager,1706.18,Sick leave
2022-05-18,S002,E0265,Morning,8,Customer Service,4290.08,Present
2022-05-18,S002,E0196,Night,7,Manager,4038.85,Present
2022-05-18,S002,E0072,Night,4,Cashier,1301.43,Present
2022-05-18,S002,E0105,Morning,6,Stock Clerk,831.95,Present
2022-05-18,S002,E0245,Morning,7,Manager,4004.09,Present
2022-05-18,S006,E0213,Night,4,Cashier,3235.9,Absent
2022-05-18,S006,E0101,Night,7,Manager,1423.98,Present
2022-05-18,S006,E0147,Morning,4,Manager,1645.2,Present
2022-05-18,S006,E0118,Morning,9,Stock Clerk,4639.42,Present
2022-05-18,S006,E0023,Night,7,Customer Service,543.06,Absent
2022-05-18,S001,E0072,Night,5,Stock Clerk,1508.36,Present
2022-05-18,S001,E0024,Afternoon,7,Stock Clerk,4313.79,Present
2022-05-18,S001,E0162,Night,7,Manager,701.0,Present
2022-05-18,S001,E0084,Morning,8,Cashier,1334.6,Present
2022-05-18,S001,E0104,Afternoon,6,Customer Service,1998.41,Absent
2022-05-19,S009,E0066,Morning,9,Stock Clerk,4843.71,Present
2022-05-19,S009,E0210,Morning,6,Manager,656.19,Absent
2022-05-19,S009,E0119,Afternoon,5,Cashier,1645.84,Present
2022-05-19,S009,E0260,Morning,9,Cashier,1870.37,Present
2022-05-19,S009,E0077,Night,7,Customer Service,4917.94,Present
2022-05-19,S004,E0126,Night,7,Cashier,600.4,Present
2022-05-19,S004,E0196,Morning,4,Customer Service,1679.62,Present
2022-05-19,S004,E0256,Night,6,Stock Clerk,1831.84,Present
2022-05-19,S004,E0158,Afternoon,9,Stock Clerk,3073.16,Present
2022-05-19,S004,E0034,Morning,9,Manager,3712.94,Present
2022-05-19,S005,E0007,Night,5,Stock Clerk,2727.87,Present
2022-05-19,S005,E0233,Morning,6,Customer Service,3325.21,Present
2022-05-19,S005,E0039,Morning,9,Cashier,1154.58,Present
2022-05-19,S005,E0282,Morning,9,Manager,2569.6,Present
2022-05-19,S005,E0036,Afternoon,4,Customer Service,4923.31,Present
2022-05-19,S003,E0005,Afternoon,9,Customer Service,4905.66,Present
2022-05-19,S003,E0187,Morning,7,Manager,2076.94,Present
2022-05-19,S003,E0255,Afternoon,8,Customer Service,1721.58,Present
2022-05-19,S003,E0256,Afternoon,4,Stock Clerk,3366.78,Absent
2022-05-19,S003,E0024,Afternoon,5,Manager,2584.88,Present
2022-05-19,S007,E0099,Morning,7,Stock Clerk,4247.04,Present
2022-05-19,S007,E0189,Night,6,Customer Service,1680.81,Present
2022-05-19,S007,E0040,Morning,7,Manager,4873.11,Present
2022-05-19,S007,E0140,Afternoon,5,Manager,1055.3,Present
2022-05-19,S007,E0288,Night,7,Cashier,4771.24,Present
2022-05-20,S008,E0044,Night,4,Customer Service,1915.05,Present
2022-05-20,S008,E0038,Morning,7,Manager,3382.56,Sick leave
2022-05-20,S008,E0212,Afternoon,9,Cashier,4212.27,Present
2022-05-20,S008,E0053,Morning,5,Customer Service,3181.6,Present
2022-05-20,S008,E0164,Night,6,Manager,975.67,Sick leave
2022-05-20,S005,E0182,Afternoon,6,Stock Clerk,884.89,Present
2022-05-20,S005,E0260,Afternoon,5,Cashier,4716.66,Present
2022-05-20,S005,E0255,Morning,7,Manager,2934.43,Present
2022-05-20,S005,E0258,Afternoon,4,Customer Service,1616.81,Present
2022-05-20,S005,E0236,Night,6,Cashier,2128.9,Present
2022-05-20,S007,E0107,Afternoon,9,Manager,2471.74,Present
2022-05-20,S007,E0066,Night,9,Stock Clerk,1417.37,Present
2022-05-20,S007,E0072,Afternoon,4,Cashier,4091.66,Present
2022-05-20,S007,E0133,Night,4,Manager,4309.95,Present
2022-05-20,S007,E0288,Afternoon,5,Cashier,2635.55,Present
2022-05-20,S003,E0073,Night,4,Customer Service,4556.54,Present
2022-05-20,S003,E0138,Afternoon,5,Cashier,917.97,Present
2022-05-20,S003,E0044,Night,9,Cashier,1175.51,Sick leave
2022-05-20,S003,E0165,Morning,8,Cashier,2159.94,Present
2022-05-20,S003,E0097,Morning,8,Cashier,4941.41,Present
2022-05-20,S009,E0058,Morning,4,Stock Clerk,1336.61,Present
2022-05-20,S009,E0033,Afternoon,5,Stock Clerk,4590.89,Present
2022-05-20,S009,E0167,Night,9,Customer Service,619.55,Present
2022-05-20,S009,E0024,Afternoon,7,Customer Service,541.05,Present
2022-05-20,S009,E0258,Night,9,Stock Clerk,2650.04,Present
2022-05-21,S007,E0170,Night,9,Stock Clerk,586.51,Present
2022-05-21,S007,E0177,Morning,7,Manager,4898.32,Present
2022-05-21,S007,E0148,Night,6,Stock Clerk,4607.03,Present
2022-05-21,S007,E0152,Morning,8,Cashier,3324.73,Absent
2022-05-21,S007,E0034,Night,8,Customer Service,3951.96,Present
2022-05-21,S005,E0238,Morning,4,Manager,4488.94,Present
2022-05-21,S005,E0280,Afternoon,9,Customer Service,1661.88,Sick leave
2022-05-21,S005,E0163,Afternoon,7,Cashier,2999.75,Present
2022-05-21,S005,E0123,Afternoon,8,Stock Clerk,1496.4,Present
2022-05-21,S005,E0108,Night,4,Customer Service,3277.09,Absent
2022-05-21,S006,E0012,Afternoon,5,Stock Clerk,1962.62,Present
2022-05-21,S006,E0132,Afternoon,6,Customer Service,4557.47,Present
2022-05-21,S006,E0263,Afternoon,6,Manager,990.24,Present
2022-05-21,S006,E0161,Morning,9,Manager,3934.33,Present
2022-05-21,S006,E0030,Morning,7,Customer Service,1958.51,Present
2022-05-21,S002,E0231,Afternoon,5,Stock Clerk,2425.47,Present
2022-05-21,S002,E0038,Morning,6,Manager,1247.09,Present
2022-05-21,S002,E0193,Afternoon,5,Cashier,720.82,Present
2022-05-21,S002,E0066,Morning,5,Cashier,1259.38,Present
2022-05-21,S002,E0090,Night,7,Manager,3813.2,Present
2022-05-21,S010,E0220,Afternoon,4,Manager,1257.35,Present
2022-05-21,S010,E0290,Morning,5,Cashier,3248.11,Present
2022-05-21,S010,E0172,Morning,9,Stock Clerk,4900.3,Present
2022-05-21,S010,E0056,Night,9,Customer Service,2225.07,Present
2022-05-21,S010,E0207,Morning,6,Manager,4180.23,Present
2022-05-22,S004,E0263,Morning,4,Manager,2399.29,Present
2022-05-22,S004,E0218,Afternoon,9,Cashier,2058.59,Absent
2022-05-22,S004,E0036,Morning,9,Cashier,2718.7,Present
2022-05-22,S004,E0159,Night,6,Manager,1762.06,Present
2022-05-22,S004,E0252,Night,6,Customer Service,1639.52,Present
2022-05-22,S010,E0239,Morning,6,Manager,955.98,Present
2022-05-22,S010,E0201,Night,9,Manager,3850.86,Present
2022-05-22,S010,E0034,Morning,5,Cashier,3631.98,Present
2022-05-22,S010,E0003,Morning,7,Manager,662.47,Present
2022-05-22,S010,E0088,Afternoon,8,Customer Service,4305.89,Absent
2022-05-22,S002,E0140,Night,7,Cashier,640.72,Absent
2022-05-22,S002,E0059,Afternoon,8,Manager,3810.55,Present
2022-05-22,S002,E0026,Night,5,Manager,1766.93,Present
2022-05-22,S002,E0016,Morning,6,Stock Clerk,2878.73,Present
2022-05-22,S002,E0190,Morning,6,Manager,3789.92,Present
2022-05-22,S008,E0268,Night,8,Customer Service,3250.56,Present
2022-05-22,S008,E0190,Afternoon,7,Manager,3795.44,Present
2022-05-22,S008,E0262,Night,7,Customer Service,1048.65,Present
2022-05-22,S008,E0173,Night,5,Customer Service,4310.01,Present
2022-05-22,S008,E0161,Afternoon,5,Stock Clerk,4250.1,Present
2022-05-22,S009,E0185,Afternoon,5,Cashier,1434.97,Present
2022-05-22,S009,E0136,Night,9,Cashier,4720.56,Present
2022-05-22,S009,E0216,Morning,8,Cashier,719.51,Absent
2022-05-22,S009,E0008,Night,8,Stock Clerk,1900.58,Present
2022-05-22,S009,E0101,Morning,6,Manager,3460.14,Present
2022-05-23,S007,E0088,Morning,5,Cashier,4142.44,Present
2022-05-23,S007,E0047,Night,5,Cashier,2085.73,Present
2022-05-23,S007,E0026,Night,8,Stock Clerk,4659.66,Present
2022-05-23,S007,E0160,Night,5,Manager,2948.88,Present
2022-05-23,S007,E0209,Night,8,Manager,4678.38,Present
2022-05-23,S001,E0207,Afternoon,5,Stock Clerk,3086.42,Present
2022-05-23,S001,E0191,Night,5,Manager,3406.16,Present
2022-05-23,S001,E0253,Afternoon,9,Stock Clerk,4191.36,Absent
2022-05-23,S001,E0155,Night,8,Customer Service,2503.02,Present
2022-05-23,S001,E0228,Night,6,Manager,3670.54,Present
2022-05-23,S009,E0054,Night,4,Manager,3474.62,Absent
2022-05-23,S009,E0252,Morning,7,Manager,4043.4,Present
2022-05-23,S009,E0069,Afternoon,9,Customer Service,2453.32,Present
2022-05-23,S009,E0085,Morning,5,Cashier,2872.63,Present
2022-05-23,S009,E0064,Morning,6,Customer Service,765.66,Present
2022-05-23,S002,E0100,Afternoon,6,Manager,4680.6,Present
2022-05-23,S002,E0015,Morning,8,Manager,922.99,Present
2022-05-23,S002,E0107,Afternoon,4,Manager,806.7,Present
2022-05-23,S002,E0196,Afternoon,5,Manager,3722.24,Present
2022-05-23,S002,E0265,Morning,9,Stock Clerk,1488.52,Present
2022-05-23,S005,E0294,Night,6,Stock Clerk,1611.38,Sick leave
2022-05-23,S005,E0173,Morning,9,Stock Clerk,1019.4,Present
2022-05-23,S005,E0145,Afternoon,5,Stock Clerk,2806.09,Absent
2022-05-23,S005,E0262,Morning,4,Stock Clerk,2759.29,Present
2022-05-23,S005,E0195,Afternoon,6,Customer Service,1452.02,Present
2022-05-24,S008,E0144,Afternoon,9,Customer Service,4047.81,Present
2022-05-24,S008,E0023,Night,6,Cashier,4014.65,Present
2022-05-24,S008,E0236,Afternoon,4,Stock Clerk,4673.9,Present
2022-05-24,S008,E0216,Morning,7,Stock Clerk,4679.44,Present
2022-05-24,S008,E0278,Night,5,Manager,1250.92,Present
2022-05-24,S005,E0062,Morning,5,Manager,3725.51,Present
2022-05-24,S005,E0025,Night,5,Manager,1542.16,Absent
2022-05-24,S005,E0123,Night,8,Manager,749.15,Present
2022-05-24,S005,E0019,Night,4,Cashier,2907.08,Present
2022-05-24,S005,E0067,Afternoon,7,Stock Clerk,1760.98,Present
2022-05-24,S002,E0162,Afternoon,6,Manager,3377.32,Present
2022-05-24,S002,E0172,Afternoon,6,Customer Service,1977.07,Present
2022-05-24,S002,E0181,Night,5,Manager,1962.99,Present
2022-05-24,S002,E0136,Afternoon,6,Cashier,1922.7,Present
2022-05-24,S002,E0079,Night,9,Manager,4339.28,Present
2022-05-24,S010,E0064,Morning,6,Cashier,1443.32,Present
2022-05-24,S010,E0201,Afternoon,6,Stock Clerk,3743.72,Present
2022-05-24,S010,E0288,Night,7,Cashier,3652.43,Present
2022-05-24,S010,E0162,Night,8,Stock Clerk,4424.42,Present
2022-05-24,S010,E0199,Morning,9,Stock Clerk,1438.54,Absent
2022-05-24,S003,E0011,Afternoon,9,Manager,516.16,Absent
2022-05-24,S003,E0294,Night,9,Manager,1237.82,Present
2022-05-24,S003,E0146,Afternoon,5,Manager,2848.2,Present
2022-05-24,S003,E0033,Afternoon,4,Cashier,4138.29,Sick leave
2022-05-24,S003,E0261,Night,4,Cashier,4676.85,Present
2022-05-25,S005,E0192,Morning,9,Customer Service,4486.57,Present
2022-05-25,S005,E0227,Morning,5,Cashier,2372.56,Present
2022-05-25,S005,E0200,Afternoon,7,Manager,4905.69,Present
2022-05-25,S005,E0172,Afternoon,7,Cashier,4924.89,Present
2022-05-25,S005,E0069,Afternoon,4,Stock Clerk,4587.17,Present
2022-05-25,S010,E0155,Night,8,Stock Clerk,1710.61,Present
2022-05-25,S010,E0259,Night,7,Cashier,4671.99,Present
2022-05-25,S010,E0264,Afternoon,6,Customer Service,2622.14,Absent
2022-05-25,S010,E0094,Morning,5,Manager,3384.0,Present
2022-05-25,S010,E0054,Afternoon,5,Customer Service,3103.27,Present
2022-05-25,S009,E0244,Afternoon,8,Customer Service,3812.07,Present
2022-05-25,S009,E0041,Morning,9,Manager,2750.54,Absent
2022-05-25,S009,E0003,Afternoon,4,Cashier,3221.7,Present
2022-05-25,S009,E0189,Afternoon,7,Manager,4554.47,Present
2022-05-25,S009,E0104,Morning,5,Stock Clerk,556.72,Present
2022-05-25,S004,E0254,Morning,8,Customer Service,1764.15,Present
2022-05-25,S004,E0242,Morning,9,Stock Clerk,1252.84,Present
2022-05-25,S004,E0156,Afternoon,8,Stock Clerk,3407.2,Present
2022-05-25,S004,E0131,Afternoon,4,Stock Clerk,3670.68,Present
2022-05-25,S004,E0115,Night,8,Customer Service,4852.48,Present
2022-05-25,S001,E0010,Afternoon,6,Cashier,886.28,Present
2022-05-25,S001,E0178,Afternoon,6,Manager,4807.1,Present
2022-05-25,S001,E0163,Afternoon,5,Customer Service,3631.7,Absent
2022-05-25,S001,E0065,Afternoon,8,Customer Service,2133.8,Present
2022-05-25,S001,E0094,Afternoon,4,Stock Clerk,3492.7,Absent
2022-05-26,S002,E0242,Morning,5,Manager,2238.16,Present
2022-05-26,S002,E0209,Morning,4,Manager,858.06,Present
2022-05-26,S002,E0044,Morning,5,Cashier,4031.17,Present
2022-05-26,S002,E0076,Morning,8,Cashier,4670.35,Present
2022-05-26,S002,E0204,Morning,9,Cashier,2871.56,Present
2022-05-26,S010,E0196,Afternoon,5,Stock Clerk,2144.26,Absent
2022-05-26,S010,E0111,Night,7,Customer Service,3495.63,Present
2022-05-26,S010,E0261,Morning,8,Customer Service,2228.47,Present
2022-05-26,S010,E0293,Afternoon,8,Stock Clerk,3826.91,Present
2022-05-26,S010,E0278,Afternoon,7,Customer Service,987.05,Present
2022-05-26,S009,E0088,Afternoon,4,Manager,4502.02,Present
2022-05-26,S009,E0107,Night,5,Customer Service,4502.77,Present
2022-05-26,S009,E0014,Night,7,Manager,1354.22,Present
2022-05-26,S009,E0211,Night,4,Customer Service,1486.39,Present
2022-05-26,S009,E0074,Morning,6,Cashier,3969.46,Present
2022-05-26,S007,E0023,Afternoon,5,Stock Clerk,2964.47,Present
2022-05-26,S007,E0198,Night,7,Stock Clerk,4889.67,Present
2022-05-26,S007,E0005,Night,4,Customer Service,874.05,Present
2022-05-26,S007,E0010,Morning,7,Stock Clerk,1380.03,Present
2022-05-26,S007,E0127,Night,4,Customer Service,4684.76,Present
2022-05-26,S008,E0235,Morning,9,Stock Clerk,1146.93,Present
2022-05-26,S008,E0160,Morning,9,Customer Service,862.45,Present
2022-05-26,S008,E0088,Night,6,Manager,566.8,Present
2022-05-26,S008,E0039,Morning,9,Manager,4559.62,Present
2022-05-26,S008,E0136,Night,6,Stock Clerk,683.1,Present
2022-05-27,S005,E0219,Night,6,Customer Service,1052.74,Absent
2022-05-27,S005,E0023,Night,7,Manager,1698.88,Present
2022-05-27,S005,E0009,Afternoon,4,Customer Service,1551.33,Present
2022-05-27,S005,E0239,Afternoon,6,Stock Clerk,1176.39,Present
2022-05-27,S005,E0211,Night,4,Cashier,3826.93,Present
2022-05-27,S003,E0268,Afternoon,8,Stock Clerk,777.93,Present
2022-05-27,S003,E0198,Night,8,Manager,1517.51,Present
2022-05-27,S003,E0264,Morning,4,Stock Clerk,4979.27,Present
2022-05-27,S003,E0163,Afternoon,7,Customer Service,3028.53,Present
2022-05-27,S003,E0023,Afternoon,8,Stock Clerk,2138.43,Present
2022-05-27,S009,E0222,Morning,9,Stock Clerk,811.07,Present
2022-05-27,S009,E0128,Night,8,Cashier,3515.96,Present
2022-05-27,S009,E0115,Afternoon,5,Customer Service,4938.9,Present
2022-05-27,S009,E0093,Afternoon,8,Customer Service,3553.55,Present
2022-05-27,S009,E0174,Afternoon,6,Stock Clerk,986.63,Present
2022-05-27,S010,E0178,Morning,8,Customer Service,4046.77,Present
2022-05-27,S010,E0070,Afternoon,8,Stock Clerk,4727.17,Present
2022-05-27,S010,E0125,Afternoon,9,Stock Clerk,3594.28,Present
2022-05-27,S010,E0092,Afternoon,5,Stock Clerk,3449.71,Present
2022-05-27,S010,E0136,Morning,7,Stock Clerk,3426.79,Absent
2022-05-27,S004,E0088,Morning,6,Stock Clerk,2837.38,Present
2022-05-27,S004,E0076,Afternoon,5,Customer Service,1887.45,Present
2022-05-27,S004,E0099,Night,8,Stock Clerk,4503.07,Absent
2022-05-27,S004,E0197,Night,8,Manager,3285.54,Present
2022-05-27,S004,E0177,Morning,7,Stock Clerk,2091.41,Present
2022-05-28,S009,E0292,Morning,8,Customer Service,3772.0,Present
2022-05-28,S009,E0134,Night,4,Manager,1012.27,Present
2022-05-28,S009,E0042,Morning,4,Cashier,746.01,Absent
2022-05-28,S009,E0300,Night,7,Manager,4430.53,Absent
2022-05-28,S009,E0095,Afternoon,4,Manager,4045.84,Present
2022-05-28,S005,E0286,Night,4,Manager,4119.21,Present
2022-05-28,S005,E0236,Morning,7,Cashier,2825.68,Present
2022-05-28,S005,E0033,Night,6,Customer Service,3820.35,Present
2022-05-28,S005,E0261,Night,6,Customer Service,4486.08,Present
2022-05-28,S005,E0026,Afternoon,6,Customer Service,594.84,Present
2022-05-28,S008,E0117,Afternoon,9,Customer Service,3432.12,Present
2022-05-28,S008,E0038,Afternoon,4,Manager,2753.27,Present
2022-05-28,S008,E0004,Night,9,Manager,3250.19,Present
2022-05-28,S008,E0054,Morning,4,Stock Clerk,745.18,Present
2022-05-28,S008,E0211,Afternoon,5,Stock Clerk,985.05,Present
2022-05-28,S002,E0086,Night,7,Manager,3810.42,Present
2022-05-28,S002,E0102,Afternoon,7,Cashier,3417.05,Present
2022-05-28,S002,E0072,Morning,6,Stock Clerk,2462.21,Present
2022-05-28,S002,E0022,Morning,6,Customer Service,975.19,Present
2022-05-28,S002,E0055,Morning,6,Customer Service,4927.89,Present
2022-05-28,S010,E0073,Afternoon,4,Cashier,1378.48,Present
2022-05-28,S010,E0242,Night,8,Stock Clerk,2724.46,Present
2022-05-28,S010,E0281,Afternoon,6,Cashier,1546.94,Present
2022-05-28,S010,E0028,Afternoon,9,Manager,2755.53,Absent
2022-05-28,S010,E0269,Night,5,Manager,2734.77,Present
2022-05-29,S004,E0294,Afternoon,4,Cashier,3054.35,Present
2022-05-29,S004,E0098,Afternoon,6,Cashier,515.76,Present
2022-05-29,S004,E0212,Night,7,Customer Service,2458.36,Present
2022-05-29,S004,E0197,Morning,6,Cashier,1425.45,Present
2022-05-29,S004,E0111,Afternoon,8,Stock Clerk,2431.43,Present
2022-05-29,S008,E0192,Morning,6,Customer Service,1090.89,Present
2022-05-29,S008,E0014,Night,6,Cashier,2315.79,Present
2022-05-29,S008,E0071,Morning,7,Customer Service,1958.78,Present
2022-05-29,S008,E0088,Morning,7,Customer Service,1448.95,Present
2022-05-29,S008,E0096,Night,5,Manager,3452.03,Present
2022-05-29,S005,E0201,Afternoon,7,Stock Clerk,2848.8,Absent
2022-05-29,S005,E0286,Morning,9,Cashier,2209.82,Present
2022-05-29,S005,E0139,Night,4,Stock Clerk,3032.33,Present
2022-05-29,S005,E0251,Night,7,Manager,4544.84,Present
2022-05-29,S005,E0198,Morning,8,Customer Service,3515.09,Present
2022-05-29,S009,E0018,Night,9,Stock Clerk,840.67,Present
2022-05-29,S009,E0026,Night,6,Cashier,678.7,Present
2022-05-29,S009,E0037,Morning,9,Manager,2161.74,Sick leave
2022-05-29,S009,E0059,Afternoon,8,Cashier,1924.62,Present
2022-05-29,S009,E0013,Afternoon,8,Stock Clerk,2814.18,Present
2022-05-29,S001,E0209,Night,5,Stock Clerk,4872.52,Present
2022-05-29,S001,E0252,Night,7,Manager,3824.22,Present
2022-05-29,S001,E0128,Morning,4,Customer Service,2297.08,Present
2022-05-29,S001,E0005,Night,9,Customer Service,3333.77,Present
2022-05-29,S001,E0195,Afternoon,4,Cashier,2530.11,Present
2022-05-30,S008,E0027,Night,5,Stock Clerk,4303.83,Present
2022-05-30,S008,E0235,Afternoon,4,Stock Clerk,4922.99,Present
2022-05-30,S008,E0098,Afternoon,9,Customer Service,898.75,Absent
2022-05-30,S008,E0128,Afternoon,4,Cashier,1289.5,Present
2022-05-30,S008,E0006,Night,6,Customer Service,1860.75,Present
2022-05-30,S001,E0204,Afternoon,6,Customer Service,3218.11,Present
2022-05-30,S001,E0153,Night,4,Cashier,782.33,Present
2022-05-30,S001,E0108,Night,8,Customer Service,3181.93,Present
2022-05-30,S001,E0027,Night,9,Stock Clerk,4900.23,Present
2022-05-30,S001,E0109,Afternoon,9,Manager,2397.43,Present
2022-05-30,S009,E0191,Morning,5,Manager,2632.96,Present
2022-05-30,S009,E0122,Morning,8,Customer Service,1933.39,Present
2022-05-30,S009,E0175,Morning,8,Stock Clerk,1993.95,Present
2022-05-30,S009,E0148,Night,4,Cashier,3716.93,Present
2022-05-30,S009,E0067,Afternoon,4,Customer Service,1438.21,Present
2022-05-30,S005,E0120,Morning,9,Manager,3370.69,Absent
2022-05-30,S005,E0286,Morning,8,Customer Service,2854.02,Absent
2022-05-30,S005,E0272,Night,8,Customer Service,3790.22,Present
2022-05-30,S005,E0052,Night,7,Manager,4468.33,Present
2022-05-30,S005,E0170,Night,9,Cashier,3459.65,Present
2022-05-30,S002,E0028,Morning,7,Cashier,780.46,Present
2022-05-30,S002,E0251,Morning,9,Manager,1401.22,Present
2022-05-30,S002,E0237,Morning,4,Manager,3622.74,Present
2022-05-30,S002,E0182,Night,4,Stock Clerk,1309.38,Present
2022-05-30,S002,E0007,Afternoon,5,Customer Service,3324.38,Present
2022-05-31,S003,E0171,Night,4,Customer Service,958.37,Present
2022-05-31,S003,E0230,Night,8,Cashier,4222.42,Present
2022-05-31,S003,E0161,Night,9,Customer Service,1167.73,Present
2022-05-31,S003,E0206,Night,9,Stock Clerk,3644.65,Absent
2022-05-31,S003,E0180,Morning,5,Cashier,802.67,Present
2022-05-31,S001,E0235,Night,4,Cashier,1467.5,Present
2022-05-31,S001,E0155,Afternoon,9,Manager,1853.55,Present
2022-05-31,S001,E0139,Afternoon,5,Manager,2989.97,Absent
2022-05-31,S001,E0167,Night,8,Cashier,1940.13,Present
2022-05-31,S001,E0174,Night,5,Manager,3906.71,Present
2022-05-31,S002,E0071,Morning,7,Cashier,1361.76,Present
2022-05-31,S002,E0053,Morning,4,Customer Service,3031.08,Present
2022-05-31,S002,E0092,Afternoon,8,Customer Service,724.25,Present
2022-05-31,S002,E0278,Night,5,Manager,4297.9,Present
2022-05-31,S002,E0177,Morning,6,Stock Clerk,585.29,Present
2022-05-31,S007,E0213,Night,5,Manager,1629.36,Present
2022-05-31,S007,E0147,Morning,5,Customer Service,2655.86,Present
2022-05-31,S007,E0244,Afternoon,6,Stock Clerk,2750.98,Present
2022-05-31,S007,E0200,Night,4,Stock Clerk,3417.53,Absent
2022-05-31,S007,E0128,Afternoon,9,Stock Clerk,828.28,Present
2022-05-31,S005,E0087,Morning,5,Manager,2605.0,Present
2022-05-31,S005,E0269,Morning,6,Customer Service,4576.56,Present
2022-05-31,S005,E0246,Night,9,Stock Clerk,4860.9,Present
2022-05-31,S005,E0149,Morning,7,Customer Service,3411.77,Present
2022-05-31,S005,E0076,Night,9,Stock Clerk,3407.64,Present
2022-06-01,S006,E0140,Afternoon,6,Manager,1235.42,Present
2022-06-01,S006,E0299,Afternoon,9,Stock Clerk,1990.64,Present
2022-06-01,S006,E0202,Afternoon,8,Manager,4367.61,Present
2022-06-01,S006,E0228,Night,9,Customer Service,4411.71,Absent
2022-06-01,S006,E0245,Afternoon,8,Customer Service,2555.55,Absent
2022-06-01,S004,E0175,Afternoon,4,Cashier,576.95,Present
2022-06-01,S004,E0192,Morning,7,Stock Clerk,2124.26,Present
2022-06-01,S004,E0244,Afternoon,6,Cashier,742.89,Present
2022-06-01,S004,E0073,Afternoon,9,Cashier,3203.24,Present
2022-06-01,S004,E0003,Morning,4,Stock Clerk,1766.19,Present
2022-06-01,S007,E0233,Morning,6,Stock Clerk,4193.95,Present
2022-06-01,S007,E0251,Morning,5,Manager,3749.4,Present
2022-06-01,S007,E0292,Morning,5,Customer Service,2762.02,Present
2022-06-01,S007,E0039,Morning,4,Stock Clerk,2895.63,Present
2022-06-01,S007,E0289,Morning,6,Manager,862.64,Present
2022-06-01,S001,E0269,Afternoon,9,Stock Clerk,4060.84,Absent
2022-06-01,S001,E0278,Night,6,Manager,3647.38,Present
2022-06-01,S001,E0259,Morning,9,Stock Clerk,878.86,Present
2022-06-01,S001,E0041,Afternoon,7,Customer Service,3577.94,Present
